occupancy,ILP,intensity,reuse_ratio,ld_coalesce,L2_hit_rate,L1_hit_rate,branch_eff,pwr_avg_category
0.030936733923271946,1.210990386303413,0.5911156765522121,0.5720648888131146,0.15659762376396333,96.54265340388908,11.60669888271142,99.99029233027991,high
0.1854635867776389,5.638805750649806,2.4360264315656237,0.6677583137739252,0.09,92.52893054226243,22.721817665577923,99.89046248310258,high
0.02333259278721892,0.9239933883626832,0.5069872257368183,0.5870607044681481,0.1799950570128769,95.91783905217711,2.575729421091376,100.0,high
0.0551827971696254,1.8516326338853957,0.6360139160510856,0.5963837763352063,0.15591266382593347,95.94927146580699,8.848789992562677,100.0,high
0.041624863651270556,1.6846349077539224,0.8884726884730018,0.5314303293660648,0.12938615957635613,96.68704562278006,14.270852995378357,99.98770214228529,avg
0.04100858082852834,1.4954354193687864,0.7079989260345384,0.5626058592427563,0.15,96.47571230896321,8.812991518976649,99.98309517411425,high
0.09217966950850118,3.3744836728491863,1.726626417846595,0.8339479278008101,0.11343002256631105,91.39647868989137,20.578877772932476,99.38945830101608,avg
0.19571584999576436,6.753213538059892,2.3625178188054665,0.51220043281694,0.1,95.8414094740903,23.014669450586865,99.13198543812794,low
0.2148095332683779,6.3441569444371835,2.201678372256449,1.2848094984363203,0.1,87.25632362650506,21.31355903261628,99.04074450374596,low
0.1408831695015702,4.667860567849596,0.8891906160418123,1.3068138344641018,0.12940468369819796,93.2335625439307,14.679740194769401,99.58300064908283,avg
0.16299993963397708,5.634553733070965,1.586256890100673,0.5218044701217456,0.10192822473953332,97.36935605751384,18.262959464418365,99.03457236305951,low
0.03122529535204098,1.212610097079461,0.6532449144290241,0.527242327550589,0.216074087604836,95.04405153359778,3.775485714924833,99.99060045247991,high
0.028306656450234363,1.0674095744106398,0.7495973746876301,0.6208232963812201,0.19620658572902092,91.47498467187867,8.87362286348765,99.99,high
0.17512943859401217,6.23621001078038,1.4062136472031326,0.4625990088514733,0.11347514118944436,92.74584262492804,16.763068653302653,99.09895453648103,low
0.025786307033383544,0.9912733385770571,0.74641128360727,0.0408160140084265,0.1706472296893483,100.0,7.964500656950072,99.96572685581664,avg
0.18547576615079991,6.434337588474742,1.5656054592267843,0.5748676190333288,0.11376406782094158,94.55037459532272,18.604332699452563,99.29091997038368,avg
0.22973255200669698,6.7449783894627675,2.1297884413203567,1.032436795687843,0.09925952374094796,91.11720442918019,18.72316566421812,99.03742986687607,avg
0.03266846191961905,1.3523542035432194,0.9030949142439273,0.01,0.14659286874967836,100.0,17.077613589274428,99.63401910080043,low
0.17325243084844122,5.638275691475371,1.687510035020553,0.7367484737259875,0.10933464056829494,92.56244637201712,20.034914696861467,99.09706899169538,low
0.19797742593300557,7.838993141595217,1.7229682231272017,0.05,0.10424747657880619,100.0,19.588780223149822,98.97385847090396,low
0.19361722470712583,6.000533576261915,2.0482711085592804,0.7143462283677813,0.1,91.3495035443461,21.77262266740321,99.61946960882969,low
0.35673840089067615,11.800872587272732,4.368812350054281,0.3583902714997513,0.06253924043793696,99.15069450829739,26.247523166275624,99.46321973304374,low
0.2163731035198595,7.102065243214253,3.005417709168074,0.589795162489855,0.1,93.1572804751281,24.714528703088956,99.42869267912445,avg
0.258211533377784,10.186757591979077,2.0435652787153615,0.1706932076646581,0.09,98.4308353646249,22.429377353571255,98.9871784301207,low
0.19126753986476544,6.191136133579522,1.6592993673211924,0.5543637030112926,0.105825574457143,96.17371743564405,19.626145410538165,99.69837747421144,avg
0.05614122980607671,2.0977911666666333,0.5031622365985025,1.0405199488038686,0.17657456731926077,93.97832537348705,7.739028854210323,99.97519039900845,high
0.1728191061160894,5.335814702814727,1.8488132434475946,0.7679975340361608,0.10836847770791408,92.17178452893444,20.769849227777012,99.494097044329,avg
0.1411706580213181,4.966184322806152,1.7398024213376104,0.40794370578958705,0.1,96.83876715095025,20.896727285286236,99.24746877142691,low
0.016914335153973392,0.6926444600408853,0.06875063485497203,0.6763813127787351,0.25,98.39491770522947,0.8006976355242568,100.0,high
0.054617773207629804,1.960197662207555,0.766095434092793,12.091865263844975,0.15,96.4774885486173,11.645828346500908,99.9816011425452,avg
0.23031344069693338,7.059931859712131,2.1715024743898637,0.6764485491123527,0.1,92.2873867908126,21.857562435220768,99.62590244738202,avg
0.20689421840331437,8.25641990784114,2.184404463584721,0.05,0.1,100.0,22.553246033172442,99.26412002124923,low
0.051075932836248894,1.884603998262889,0.549427213771823,0.5585745784976691,0.16345141986624157,97.86152993445677,11.684318204055888,99.9504854373406,avg
0.08623100444750888,2.645790745302942,0.5000239528767372,0.9756040833211621,0.15423093137404972,93.89065228892089,10.713225908849635,99.90161646254656,high
0.18071446129898389,4.93298569840596,1.5036704343310159,5.13066099265907,0.11,87.50060836753583,17.93661603834522,99.24294804102055,avg
0.02718301961719352,1.0954544923901497,0.6158284929840349,0.9109047834191913,0.1969486786128133,92.36834766503503,5.523486405356741,99.98156855468525,high
0.02180817644224201,0.8717757757259936,0.5841201139812552,0.43261141908004963,0.19604027974277594,96.79113972878916,1.8645004855545055,100.0,high
