occupancy,ILP,intensity,reuse_ratio,ld_coalesce,st_coalesce,L2_hit_rate,L1_hit_rate,branch_eff,pwr_avg
0.04767549293202,1.7460932231313153,0.8682343294993768,0.6263563741868311,0.11583707873408956,1,96.31497861462236,15.235690108502501,99.9674502377935,60.752230346482435
0.19020824477580855,5.8596541187384075,2.56822350374636,0.4754590128856855,0.09870028170025232,1,97.67546448211127,23.677290552728543,99.47453734711893,47.67071537908111
0.04182777304444145,1.5297990730421482,0.6496745805623078,0.7365180566045583,0.16402137397061312,1,94.54391235643416,9.61274167926378,99.98285364737734,62.582760492012525
0.14394084032722068,5.243527618226474,2.4391536548073827,0.7290633154496591,0.1007233303568561,1,90.23476969061248,24.56293633409737,99.56799563082112,48.92839637893315
0.14719265809157187,5.16611545331634,1.01225163091546,0.6513612412710308,0.12322572367819128,1,95.96977217159356,17.125600715552316,99.42629472369596,50.18451023795945
0.15666144626741596,4.468643907877058,1.514583434536005,1.0517242404285425,0.1147291543043117,1,89.75018915755543,18.45547951316607,99.39421292407474,56.43192669404704
0.1300683014645571,4.38910223670967,1.6513674765723338,0.9291910870776352,0.11756582957167798,1,90.53347651006666,19.68919991118171,99.38755332645738,51.48842028667057
0.06177965952212455,5.0800722583569975,1.7697757485858259,0.01,0.2495864110996814,1,58.2570139766392,7.80269393855036,100.0,46.444
0.03153458656494585,1.2292206846439462,0.5809007934251891,0.5435413476703833,0.1917961733629097,1,96.78771044127717,7.868092117204759,99.97422089084996,60.047377089738376
0.06010737228926343,2.293617871338048,0.7106319060300269,0.4902998704755442,0.15,1,96.71242331497065,12.536747428907779,99.96203052247053,59.95826096991875
0.09247451994190505,2.725675443891616,0.6229789493754951,1.132934511686438,0.15,1,92.44679808590617,11.4783456138896,99.94329655221439,63.753508148910825
0.12272973300787794,3.5356293865050317,0.7384281320166665,1.1112366956113424,0.12017625985545202,1,92.64080950672447,12.71422190723602,99.93028291049276,63.70480195816738
0.24328227727331259,7.794684545704177,1.7843104887055976,0.5536508047830035,0.1040880900661292,1,92.98716524811485,20.463491258172724,100.0,59.207543060803225
0.20798338097396024,5.79597468141349,3.742311590521103,0.7345757043199984,0.08,1,91.43955040752363,27.423045763760726,99.68245393267141,48.40857212024516
0.1789829294453233,7.326546734767403,2.0641039139268953,0.05,0.09,1,100.0,21.537358992911223,99.25374954377868,49.54314460298977
0.19982883068242496,6.232879063198356,1.9842632096467856,0.6648359733010171,0.0958584496566471,1,93.54936666111463,21.885129810258327,99.2597018889253,62.840364572749884
0.14122472619510745,4.783847669663676,1.7694807923788383,1.0470535515561241,0.10539545655699592,1,88.60429865238429,19.763440960191144,99.38567384492664,49.31786227655548
0.21639118895099826,6.87014594736702,1.722279958199004,0.6729315735968021,0.11,1,91.80313044119832,19.167939231286788,99.1372818970258,48.73019377615929
0.039847716972533156,1.6594661317083124,1.4276026457431126,0.05,0.12304711030221985,1,100.0,20.51981758992703,99.73781601578504,47.72922785226703
0.23819238308305632,9.76154148701358,1.7810356602175224,0.05,0.1,1,99.21004579328019,20.169894444286072,98.89697823336752,47.685681745910415
0.05498896006408148,2.080291310608261,0.6811596421882168,0.8367807431522352,0.16718899068072085,1,94.38386572118903,11.629639563380366,99.91962272275974,61.55296799225468
0.08311801673433156,3.3696591815601655,1.485936024422578,0.6021119753183877,0.12898106335145415,1,94.05369461022916,17.738606802589892,99.43940350242028,56.76027520406037
0.15273635956044154,4.761678705563004,1.784811323153999,1.0255550299221965,0.11258215067705184,1,90.07613570837125,19.230398690561753,99.47451823631886,51.09889361116829
0.02188349617840317,0.9351768875906148,0.6227518321482138,0.0196902915320618,0.17922061887178684,1,99.5401886560617,9.148252281755564,99.96133253726262,57.192821803137846
0.16064666323368076,5.414556411013964,5.350799579147457,0.3444645762117105,0.06479967916386432,1,97.54246698735565,29.04812284163488,99.91482857601748,47.656638795779685
0.041639127067599216,1.5829173611812322,1.1212385775907827,0.5396464247863617,0.1075766659416229,1,96.50972860530194,16.924206682886066,99.9742180887943,60.734370397806
0.11439300675201843,4.519129469371197,1.0662347725767038,0.5111050346666237,0.1371880273532669,1,95.99022910445616,14.332512414585452,99.84826164740494,56.00832481630152
0.04685792364342677,1.6764005113241986,0.754826206646116,0.011007218372177562,0.12760202077900348,1,100.0,19.09918657537067,99.28944602036212,47.97980122551818
0.12123071764925354,4.2845711156163535,1.141187405358778,0.5463961352962481,0.11,1,96.5910605428069,16.34450184750325,99.671810355713,59.78581667884592
0.033551689476959266,1.2538278955307538,0.7909026737289292,0.6130400813489588,0.17699285180416682,1,93.92712722987123,8.61727410855041,100.0,62.13658766039991
0.1639997889431247,5.197610662653655,1.6804804240163176,1.438102007561163,0.1094210153754258,1,92.05163110396934,20.481897897111217,99.5428110068368,50.21757697823052
0.19296854846089903,5.195045260361408,1.9560388269386864,1.4135054677577985,0.1,1,86.02266994441744,20.352639720585376,99.43374176649608,52.52548389361968
0.493527,20.39,6.19,38.22,0.06,1,52.08,42.42,98.44,46.444
0.0748034464894765,2.552048453410581,0.776710772150382,0.8835413614300871,0.14937092147539818,1,93.27152971510277,13.565517974019528,99.59755229364872,60.35325123737151
0.06072480648746833,2.2728797138527814,0.7928903009062902,0.5528334532658634,0.13297387227061835,1,96.23203757571915,12.46724351943182,99.97024208607891,61.509903583352504
0.2907240700200374,7.185135685661098,4.79462134103881,0.6738847398737327,0.06978911927965409,1,88.46933072034847,28.828670148686797,99.89510000254725,48.44567375695332
0.1967138788480725,5.558072236706251,3.4989793236400937,0.7208335936574999,0.08506052710902592,1,90.2669740198995,26.355257135666886,99.56457045713147,48.68994765779433
0.06579931088633843,2.415465194924694,0.7840917666199348,1.3503799740307454,0.12428808036318703,1,96.95560039403627,14.885391234913305,99.92147348776999,60.099999242439175
0.3969487193161438,11.062406282658284,2.924304986470556,0.5761636054000042,0.07370956994561587,1,97.07077382831878,21.20013165393711,99.02395174604857,48.113091640998164
0.027033779460860996,1.0589737304368139,0.484091333353378,0.5312409090112807,0.19805628128925873,1,96.29545497619489,9.126950314508841,99.99,60.603687660002365
0.038293439546143684,1.4952230197200553,0.5637583806794797,0.5246166970567738,0.18752935725497769,1,96.86398826801644,9.478983791145213,99.97780668693206,60.09118981186231
